STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,EDUCATION_LEV,Education level,DOMAIN,Domain,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,IRL,Ireland,2_6,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_2,Work and job quality,2015,,39.9463882446289,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,USA,United States,2_6,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_2,Work and job quality,2015,,13.1765632629394,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,AUT,Austria,2_9,Job satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_2,Work and job quality,2023,,7.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,FIN,Finland,2_9,Job satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_2,Work and job quality,2023,,7.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,AUT,Austria,5_4,Self-reported depression,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_5,Health,2019,,3.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,FIN,Finland,5_4,Self-reported depression,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_5,Health,2019,,7.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,CRI,Costa Rica,6_3,Student science skills,PO,Points,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_6,Knowledge and skills,2015,,410.35348,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,AUS,Australia,7_1_DEP,Lack of social support,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_1,Primary education,HSL_7,Social connections,2023,,7.92826997350708,,D,Definition differs,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,NZL,New Zealand,7_1_DEP,Lack of social support,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_1,Primary education,HSL_7,Social connections,2023,,7.65144030329937,,D,Definition differs,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,PRT,Portugal,7_1_DEP,Lack of social support,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_7,Social connections,2023,,10.4256700873999,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,GRC,Greece,8_1,Having a say in government,PT_POP_Y16T65_SUB,Percentage of population aged 16-65 in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_8,Civic engagement,2023,,20.448377,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,AUT,Austria,10_2,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_10,Safety,2023,,86.1595489024278,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,FIN,Finland,10_2,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_10,Safety,2023,,87.9232262313507,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,BEL,Belgium,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_11,Subjective well-being,2023,,7.9,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,BEL,Belgium,11_1_DEP,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_11,Subjective well-being,2022,,3.13188391272634,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,CAN,Canada,11_2,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_1,Primary education,HSL_11,Subjective well-being,2023,,19.5175880644754,,D,Definition differs,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,EST,Estonia,11_2,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_11,Subjective well-being,2023,,6.74065119258597,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,FRA,France,11_2,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_1,Primary education,HSL_11,Subjective well-being,2023,,19.4577957828696,,D,Definition differs,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,MEX,Mexico,11_3,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_11,Subjective well-being,2023,,26.8142244320291,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,SVK,Slovak Republic,11_3,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_11,Subjective well-being,2023,,18.7392929890131,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,DEU,Germany,2_1,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,_T,Total,_T,Total,ISCED11_1,Primary education,HSL_2,Work and job quality,2022,,65.21151,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,NZL,New Zealand,2_1,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_2,Work and job quality,2022,,90.104713,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,USA,United States,2_1,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_2,Work and job quality,2022,,82.723419,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,CZE,Czechia,2_3,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_2,Work and job quality,2021,,0.772416645384987,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,SVN,Slovenia,2_3,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_2,Work and job quality,2021,,1.40194408118984,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,CHL,Chile,2_5,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,_T,Total,_T,Total,ISCED11_1,Primary education,HSL_2,Work and job quality,2016,,7.48660135269165,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,JPN,Japan,2_5,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,_T,Total,_T,Total,ISCED11_1,Primary education,HSL_2,Work and job quality,2016,,1.24474704265594,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,NLD,Netherlands,2_5,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_2,Work and job quality,2016,,1.72052311897278,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,LTU,Lithuania,4_4_DEP,Satisfaction with time use score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_4,Work-life balance,2022,,15.060782993651,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,FRA,France,5_2,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_5,Health,2023,,78.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,SVK,Slovak Republic,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_6,Knowledge and skills,2018,,449.446899414062,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,ISR,Israel,6_2,Student mathematics skills,PO,Points,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_6,Knowledge and skills,2015,,437.2487,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,SVN,Slovenia,6_2,Student mathematics skills,PO,Points,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_6,Knowledge and skills,2015,,491.99983,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,BEL,Belgium,6_3,Student science skills,PO,Points,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_6,Knowledge and skills,2015,,522.17554,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,ISR,Israel,6_3,Student science skills,PO,Points,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_6,Knowledge and skills,2015,,488.3904,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,JPN,Japan,7_1_DEP,Lack of social support,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_7,Social connections,2023,,10.8287296408789,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,POL,Poland,7_1_DEP,Lack of social support,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_7,Social connections,2023,,9.22260309481265,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,JPN,Japan,7_2,Time spent in social interactions,H_WK,Hours per week,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_7,Social connections,2021,,1.05,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,POL,Poland,7_3,Satisfaction with personal relationships,0_TO_10,0-10 scale,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_7,Social connections,2022,,8.03537756759831,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,SWE,Sweden,7_3_DEP,Satisfaction with personal relationships score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_7,Social connections,2022,,2.95308836139253,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,AUT,Austria,8_1,Having a say in government,PT_POP_Y16T65_SUB,Percentage of population aged 16-65 in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_8,Civic engagement,2021,,16.83176,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,CHE,Switzerland,8_1_DEP,Not having a say in government,PT_POP_Y16T65_SUB,Percentage of population aged 16-65 in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_8,Civic engagement,2023,,26.427742,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,NOR,Norway,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,ISCED11_1,Primary education,HSL_11,Subjective well-being,2023,,7.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,DEU,Germany,11_1_DEP,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_11,Subjective well-being,2022,,16.8176091892764,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,CAN,Canada,11_3,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_11,Subjective well-being,2023,,35.3980156960859,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,AUS,Australia,2_1,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_2,Work and job quality,2022,,86.376205,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,CHE,Switzerland,2_3,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,_T,Total,_T,Total,ISCED11_1,Primary education,HSL_2,Work and job quality,2021,,4.90895987009131,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,CRI,Costa Rica,2_3,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_2,Work and job quality,2021,,3.991019214276,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,NOR,Norway,2_5,Labour market insecurity,PT_EARN_PRVS_LST_SUB,Percentage of previous earnings lost in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_2,Work and job quality,2016,,2.01977038383484,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,DEU,Germany,2_6,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,_T,Total,_T,Total,ISCED11_1,Primary education,HSL_2,Work and job quality,2015,,23.995080947876,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,GRC,Greece,2_6,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_2,Work and job quality,2015,,63.6092987060547,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,NZL,New Zealand,2_6,Job strain,PT_SAL_SUB,Percentage of employees in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_2,Work and job quality,2015,,9.08970642089844,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,NOR,Norway,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_6,Knowledge and skills,2018,,512.152099609375,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,DEU,Germany,6_2,Student mathematics skills,PO,Points,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_6,Knowledge and skills,2015,,497.77139,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,CZE,Czechia,6_3,Student science skills,PO,Points,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_6,Knowledge and skills,2015,,480.89979,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,SVN,Slovenia,6_3,Student science skills,PO,Points,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_6,Knowledge and skills,2015,,533.59157,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,CHE,Switzerland,7_1_DEP,Lack of social support,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_7,Social connections,2023,,7.4388538843103,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,USA,United States,7_1_DEP,Lack of social support,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_1,Primary education,HSL_7,Social connections,2023,,22.5878943468072,,D,Definition differs,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,CHE,Switzerland,7_3,Satisfaction with personal relationships,0_TO_10,0-10 scale,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_7,Social connections,2022,,8.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,NZL,New Zealand,8_1_DEP,Not having a say in government,PT_POP_Y16T65_SUB,Percentage of population aged 16-65 in the same subgroup,_T,Total,_T,Total,ISCED11_1,Primary education,HSL_8,Civic engagement,2023,,48.363818,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,CHL,Chile,8_2,Voter turnout,PT_VOTES_SUB,Percentage of votes in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_8,Civic engagement,2017,,74.003855,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,NOR,Norway,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_10,Safety,2023,,5.10613853027241,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,IRL,Ireland,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,ISCED11_5T8,Tertiary education,HSL_11,Subjective well-being,2023,,7.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,IRL,Ireland,11_1_DEP,Life satisfaction score less than 5,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_11,Subjective well-being,2022,,6.10065267123736,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_EDU(1.1),Current well-being by education level,I,DNK,Denmark,11_2,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,_T,Total,ISCED11_2_3,Secondary education,HSL_11,Subjective well-being,2023,,9.69377203673736,,A,Normal value,0,Units,2,Two,,
