STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,EDUCATION_LEV,Education level,DOMAIN,Domain,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,POL,Poland,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,F,Female,_T,Total,HSL_10,Safety,2019,,0.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,AUS,Australia,10_2,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_10,Safety,2019,,49.5940205104331,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,HUN,Hungary,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_10,Safety,2019,,39.3214016715091,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,GRC,Greece,2_3,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,_T,Total,M,Male,_T,Total,HSL_2,Work and job quality,2019,,9.63590699605902,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,NOR,Norway,2_4,"Youth not in employment, education or training",PT_POP_Y15T24_SUB,Percentage of population aged 15-24 years in the same subgroup,_T,Total,M,Male,_T,Total,HSL_2,Work and job quality,2019,,6.5263429,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,LUX,Luxembourg,2_7,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,_T,Total,M,Male,_T,Total,HSL_2,Work and job quality,2019,,3.43,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,ITA,Italy,5_3,"Deaths from suicide, alcohol, drugs",DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,M,Male,_T,Total,HSL_5,Health,2019,,15.8982524944125,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,CHE,Switzerland,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,F,Female,_T,Total,HSL_10,Safety,2019,,0.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,ISL,Iceland,10_2,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_10,Safety,2019,,79.1692405419911,,D,Definition differs,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,AUS,Australia,2_1,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,_T,Total,M,Male,_T,Total,HSL_2,Work and job quality,2019,,83.532,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,LVA,Latvia,2_1,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,_T,Total,F,Female,_T,Total,HSL_2,Work and job quality,2019,,77.14,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,CHE,Switzerland,2_4,"Youth not in employment, education or training",PT_POP_Y15T24_SUB,Percentage of population aged 15-24 years in the same subgroup,_T,Total,M,Male,_T,Total,HSL_2,Work and job quality,2019,,8.7275362,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,LTU,Lithuania,2_7,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,_T,Total,M,Male,_T,Total,HSL_2,Work and job quality,2019,,0.58,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,JPN,Japan,5_2_DEP,Perceived health as negative,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_5,Health,2019,,14.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,CRI,Costa Rica,5_3,"Deaths from suicide, alcohol, drugs",DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,F,Female,_T,Total,HSL_5,Health,2019,,7.3846794218989,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,GRC,Greece,7_1,Social support,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_7,Social connections,2019,,80.1889114946882,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,NLD,Netherlands,7_1_DEP,Lack of social support,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_7,Social connections,2019,,6.26276540053067,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,GRC,Greece,11_2,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_11,Subjective well-being,2019,,21.7619473910386,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,IRL,Ireland,11_2,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_11,Subjective well-being,2019,,7.95855865607188,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,SWE,Sweden,11_2,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_11,Subjective well-being,2019,,8.01455457255346,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,ISR,Israel,11_3,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_11,Subjective well-being,2019,,30.6861364053197,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,LVA,Latvia,11_3,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_11,Subjective well-being,2019,,19.567830843809,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,CHL,Chile,2_1,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,_T,Total,M,Male,_T,Total,HSL_2,Work and job quality,2019,,85.012,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,ESP,Spain,2_7,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,_T,Total,F,Female,_T,Total,HSL_2,Work and job quality,2019,,1.64,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,CZE,Czechia,5_2,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_5,Health,2019,,60.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,POL,Poland,5_2_DEP,Perceived health as negative,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_5,Health,2019,,13.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,DNK,Denmark,7_1,Social support,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_7,Social connections,2019,,95.9776923022186,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,CHL,Chile,10_2,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_10,Safety,2019,,40.8304536067223,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,USA,United States,2_1,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,_T,Total,M,Male,_T,Total,HSL_2,Work and job quality,2019,,82.323,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,BEL,Belgium,2_3,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,_T,Total,M,Male,_T,Total,HSL_2,Work and job quality,2019,,2.59110713667681,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,SVN,Slovenia,2_3,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,_T,Total,M,Male,_T,Total,HSL_2,Work and job quality,2019,,1.78336568473128,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,FRA,France,5_2,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_5,Health,2019,,68.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,NZL,New Zealand,5_2_DEP,Perceived health as negative,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_5,Health,2019,,3.2,,D,Definition differs,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,AUT,Austria,5_4,Self-reported depression,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_5,Health,2019,,4.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,CHL,Chile,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,F,Female,_T,Total,HSL_10,Safety,2019,,0.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,AUT,Austria,10_2,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_10,Safety,2019,,87.3248966107144,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,PRT,Portugal,10_2,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_10,Safety,2019,,72.5105505304692,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,EST,Estonia,11_2,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_11,Subjective well-being,2019,,8.51967310142128,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,NLD,Netherlands,11_3,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_11,Subjective well-being,2019,,24.0724175376559,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,NZL,New Zealand,2_1,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,_T,Total,M,Male,_T,Total,HSL_2,Work and job quality,2019,,88.407,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,PRT,Portugal,5_2_DEP,Perceived health as negative,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_5,Health,2019,,18.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,ISL,Iceland,5_4,Self-reported depression,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_5,Health,2019,,8.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,ISR,Israel,11_2,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_11,Subjective well-being,2019,,17.7059329155635,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,TUR,Türkiye,11_2,Negative affect balance,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_11,Subjective well-being,2019,,25.9715172977411,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,EST,Estonia,11_3,Feelings of physical pain,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_11,Subjective well-being,2019,,19.2090108398633,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,IRL,Ireland,2_3,Long-term unemployment rate,PT_LF_SUB,Percentage of labour force in the same subgroup,_T,Total,M,Male,_T,Total,HSL_2,Work and job quality,2019,,1.89921535399831,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,LTU,Lithuania,2_4,"Youth not in employment, education or training",PT_POP_Y15T24_SUB,Percentage of population aged 15-24 years in the same subgroup,_T,Total,F,Female,_T,Total,HSL_2,Work and job quality,2019,,8.6842871,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,SVK,Slovak Republic,2_7,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,_T,Total,F,Female,_T,Total,HSL_2,Work and job quality,2019,,2.24,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,TUR,Türkiye,2_7,Long hours in paid work,PT_SAL_SUB,Percentage of employees in the same subgroup,_T,Total,M,Male,_T,Total,HSL_2,Work and job quality,2019,,30.34,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,ESP,Spain,5_1,Life expectancy at birth,Y,Years,_T,Total,M,Male,_T,Total,HSL_5,Health,2019,,81.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,CAN,Canada,5_2,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_5,Health,2019,,89.5,,D,Definition differs,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,JPN,Japan,8_2,Voter turnout,PT_VOTES_SUB,Percentage of votes in the same subgroup,_T,Total,M,Male,_T,Total,HSL_8,Civic engagement,2019,,49.42,,D,Definition differs,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,COL,Colombia,10_2,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_10,Safety,2019,,53.7929320352114,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,POL,Poland,10_2,Feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_10,Safety,2019,,69.6193407368831,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,AUT,Austria,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_10,Safety,2019,,12.6751033892856,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,LUX,Luxembourg,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_10,Safety,2019,,18.0272966910081,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,JPN,Japan,2_1,Employment rate,PT_POP_Y25T64_SUB,Percentage of population aged 25-64 years in the same subgroup,_T,Total,M,Male,_T,Total,HSL_2,Work and job quality,2019,,91.619,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,JPN,Japan,2_4,"Youth not in employment, education or training",PT_POP_Y15T24_SUB,Percentage of population aged 15-24 years in the same subgroup,_T,Total,M,Male,_T,Total,HSL_2,Work and job quality,2019,,5.3745928,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,DNK,Denmark,5_2,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_5,Health,2019,,72,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,NOR,Norway,5_2,Perceived health as positive,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,F,Female,_T,Total,HSL_5,Health,2019,,70.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,AUS,Australia,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,F,Female,_T,Total,HSL_10,Safety,2019,,0.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,CHE,Switzerland,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_10,Safety,2019,,11.3806382196691,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,AUT,Austria,5_2_DEP,Perceived health as negative,PT_POP_Y_GE16_SUB,Percentage of population aged 16 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_5,Health,2019,,7.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,CAN,Canada,5_3,"Deaths from suicide, alcohol, drugs",DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,M,Male,_T,Total,HSL_5,Health,2019,,33.0070645889734,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,KOR,Korea,5_3,"Deaths from suicide, alcohol, drugs",DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,F,Female,_T,Total,HSL_5,Health,2019,,18.8795108676177,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,ISR,Israel,7_1,Social support,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_7,Social connections,2019,,91.896814271133,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB_SEX(1.1),Current well-being by sex,I,BEL,Belgium,7_1_DEP,Lack of social support,PT_POP_Y_GE15_SUB,Percentage of population aged 15 years or over in the same subgroup,_T,Total,M,Male,_T,Total,HSL_7,Social connections,2019,,9.43284820386023,,A,Normal value,0,Units,2,Two,,
