STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,EDUCATION_LEV,Education level,DOMAIN,Domain,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,FRA,France,13_3,Premature mortality,Y_10P5PS,Years per 100 000 persons,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2020,,3928.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,ITA,Italy,14_1,Trust in others,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,6.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,GBR,United Kingdom,14_3,Trust in government,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,33.8596870929583,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,BEL,Belgium,15_7,General government net financial worth,PT_B1GQ,Percentage of GDP,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2023,,-74.628396,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,ISR,Israel,15_7,General government net financial worth,PT_B1GQ,Percentage of GDP,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2021,,-57.174492,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,POL,Poland,15_7,General government net financial worth,PT_B1GQ,Percentage of GDP,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2023,,-36.230755,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,LUX,Luxembourg,12_10,Renewable energy,PT_SUP_NRG,Percentage of energy supply,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2023,,14.14,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,AUT,Austria,13_2,Labour underutilisation rate,PT_LF,Percentage of labour force,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2023,,11.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,EST,Estonia,13_3,Premature mortality,Y_10P5PS,Years per 100 000 persons,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2022,,6218.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,LUX,Luxembourg,14_1,Trust in others,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,5.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,CRI,Costa Rica,14_3,Trust in government,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,56.6922995901884,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,GRC,Greece,14_5,Gender parity in politics,PT_PARL_MEM,Percentage of members of parliament,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,21,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,CHE,Switzerland,15_7,General government net financial worth,PT_B1GQ,Percentage of GDP,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2023,,3.1070201,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,IRL,Ireland,15_7,General government net financial worth,PT_B1GQ,Percentage of GDP,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2023,,-25.865581,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,LTU,Lithuania,12_10,Renewable energy,PT_SUP_NRG,Percentage of energy supply,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2023,,27.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,GBR,United Kingdom,12_7,Red list index of threatened species,IX,Index,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2024,,0.97363,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,GRC,Greece,12_7,Red list index of threatened species,IX,Index,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2024,,0.86605,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,USA,United States,13_1,Educational attainment among young adults,PT_POP_Y25T34,Percentage of population aged 25-34 years,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2022,,94.015678,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,HUN,Hungary,14_1,Trust in others,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,5.3,,E,Estimated value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,CZE,Czechia,12_7,Red list index of threatened species,IX,Index,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2024,,0.96806,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,SWE,Sweden,12_8,Greenhouse gas emissions per capita,KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2022,,4.31482,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,ISL,Iceland,13_1,Educational attainment among young adults,PT_POP_Y25T34,Percentage of population aged 25-34 years,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2022,,76.82824,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,FIN,Finland,13_3,Premature mortality,Y_10P5PS,Years per 100 000 persons,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2021,,3880.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,GBR,United Kingdom,14_5,Gender parity in politics,PT_PARL_MEM,Percentage of members of parliament,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,34.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,DEU,Germany,15_7,General government net financial worth,PT_B1GQ,Percentage of GDP,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2023,,-26.668228,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,GRC,Greece,15_7,General government net financial worth,PT_B1GQ,Percentage of GDP,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2023,,-130.57134,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,NOR,Norway,12_7,Red list index of threatened species,IX,Index,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2024,,0.95004,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,CAN,Canada,13_3,Premature mortality,Y_10P5PS,Years per 100 000 persons,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2022,,4727,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,SWE,Sweden,13_3,Premature mortality,Y_10P5PS,Years per 100 000 persons,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2022,,2976.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,SVK,Slovak Republic,15_1,Produced fixed assets,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2022,,161651,,A,Normal value,0,Units,2,Two,2015,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,HUN,Hungary,15_6,Households and NPISHs debt,PT_B6N_S1M,Percentage of household and NPISH net disposable income,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2022,,40.610018,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,CHL,Chile,15_7,General government net financial worth,PT_B1GQ,Percentage of GDP,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2023,,-14.07871,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,ISL,Iceland,15_7,General government net financial worth,PT_B1GQ,Percentage of GDP,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2023,,-35.929884,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,CRI,Costa Rica,12_7,Red list index of threatened species,IX,Index,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2024,,0.84311,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,CHL,Chile,13_1,Educational attainment among young adults,PT_POP_Y25T34,Percentage of population aged 25-34 years,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2020,,87.563557,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,NLD,Netherlands,13_1,Educational attainment among young adults,PT_POP_Y25T34,Percentage of population aged 25-34 years,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2022,,90.060852,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,LVA,Latvia,13_3,Premature mortality,Y_10P5PS,Years per 100 000 persons,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2021,,9879.9,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,AUT,Austria,14_3,Trust in government,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,47.0976387228915,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,JPN,Japan,15_7,General government net financial worth,PT_B1GQ,Percentage of GDP,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2023,,-94.800811,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,TUR,Türkiye,12_10,Renewable energy,PT_SUP_NRG,Percentage of energy supply,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2023,,17.35,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,DEU,Germany,13_1,Educational attainment among young adults,PT_POP_Y25T34,Percentage of population aged 25-34 years,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2022,,83.965279,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,MEX,Mexico,13_3,Premature mortality,Y_10P5PS,Years per 100 000 persons,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2021,,12686.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,NLD,Netherlands,15_7,General government net financial worth,PT_B1GQ,Percentage of GDP,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2023,,-22.966114,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,FRA,France,12_10,Renewable energy,PT_SUP_NRG,Percentage of energy supply,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2023,,13.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,SVN,Slovenia,12_7,Red list index of threatened species,IX,Index,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2024,,0.91121,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,TUR,Türkiye,13_3,Premature mortality,Y_10P5PS,Years per 100 000 persons,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2019,,5072.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,ISR,Israel,14_5,Gender parity in politics,PT_PARL_MEM,Percentage of members of parliament,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,24.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,ITA,Italy,15_6,Households and NPISHs debt,PT_B6N_S1M,Percentage of household and NPISH net disposable income,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2023,,82.128988,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,AUS,Australia,15_7,General government net financial worth,PT_B1GQ,Percentage of GDP,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2023,,-0.80347313,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,NZL,New Zealand,15_7,General government net financial worth,PT_B1GQ,Percentage of GDP,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2022,,17.998707,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,ESP,Spain,12_7,Red list index of threatened species,IX,Index,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2024,,0.86217,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,ISR,Israel,12_7,Red list index of threatened species,IX,Index,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2024,,0.72455,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,SWE,Sweden,14_1,Trust in others,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,5.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,GRC,Greece,14_3,Trust in government,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,32.1713999477071,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,IRL,Ireland,14_3,Trust in government,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,62.8665611128652,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,JPN,Japan,14_5,Gender parity in politics,PT_PARL_MEM,Percentage of members of parliament,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,10,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,AUT,Austria,12_7,Red list index of threatened species,IX,Index,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2024,,0.87392,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,DEU,Germany,12_7,Red list index of threatened species,IX,Index,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2024,,0.97399,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,LUX,Luxembourg,12_8,Greenhouse gas emissions per capita,KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2022,,12.54361,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,FIN,Finland,13_2,Labour underutilisation rate,PT_LF,Percentage of labour force,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2023,,14.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,ITA,Italy,13_3,Premature mortality,Y_10P5PS,Years per 100 000 persons,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2020,,3274.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,DEU,Germany,14_5,Gender parity in politics,PT_PARL_MEM,Percentage of members of parliament,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,35.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,CHL,Chile,15_6,Households and NPISHs debt,PT_B6N_S1M,Percentage of household and NPISH net disposable income,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2022,,81.598636,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,USA,United States,15_7,General government net financial worth,PT_B1GQ,Percentage of GDP,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2023,,-95.217189,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,SWE,Sweden,12_10,Renewable energy,PT_SUP_NRG,Percentage of energy supply,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2023,,48.59,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,CHE,Switzerland,12_7,Red list index of threatened species,IX,Index,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2024,,0.96383,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,HUN,Hungary,13_1,Educational attainment among young adults,PT_POP_Y25T34,Percentage of population aged 25-34 years,_T,Total,_T,Total,_T,Total,HSL_13,Human capital,2022,,86.771155,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,NOR,Norway,14_3,Trust in government,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,61.2444704025286,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,SVK,Slovak Republic,14_3,Trust in government,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,22.0013972949228,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,AUT,Austria,14_5,Gender parity in politics,PT_PARL_MEM,Percentage of members of parliament,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,40.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,CHE,Switzerland,14_5,Gender parity in politics,PT_PARL_MEM,Percentage of members of parliament,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,41.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,CZE,Czechia,14_5,Gender parity in politics,PT_PARL_MEM,Percentage of members of parliament,_T,Total,_T,Total,_T,Total,HSL_14,Social capital,2023,,26,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,FRA,France,15_1,Produced fixed assets,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2023,,155586,,P,Provisional value,0,Units,2,Two,2015,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,AUS,Australia,15_6,Households and NPISHs debt,PT_B6N_S1M,Percentage of household and NPISH net disposable income,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2021,,211.26903,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,GBR,United Kingdom,15_7,General government net financial worth,PT_B1GQ,Percentage of GDP,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2023,,-68.850222,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,ISL,Iceland,12_7,Red list index of threatened species,IX,Index,_T,Total,_T,Total,_T,Total,HSL_12,Natural capital,2024,,0.88437,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,JPN,Japan,15_6,Households and NPISHs debt,PT_B6N_S1M,Percentage of household and NPISH net disposable income,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2022,,121.65938,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,NZL,New Zealand,15_6,Households and NPISHs debt,PT_B6N_S1M,Percentage of household and NPISH net disposable income,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2021,,120.7008,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_FWB(1.1),Future well-being,I,USA,United States,15_6,Households and NPISHs debt,PT_B6N_S1M,Percentage of household and NPISH net disposable income,_T,Total,_T,Total,_T,Total,HSL_15,Economic capital,2022,,109.88874,,A,Normal value,0,Units,2,Two,,
